datetime,yr,mnth,hr,holiday,weekday,workingday,season,temp,feelslike,humidity,precip,snowdepth,windspeed,cloudcover,uvindex,icon,sunlight_hours,mtillsunrise,mtillsunset,cnt
2011-09-22 08:00:00,0,9,8,0,4,1,3,20.8,20.8,99.85,0.0,0.0,4.8,100.0,2.0,cloudy,12.170833333333333,0,665,415.0
2011-09-22 09:00:00,0,9,9,0,4,1,3,21.1,21.1,98.29,0.0,0.0,9.1,100.0,3.0,cloudy,12.170833333333333,0,605,203.0
2011-09-22 10:00:00,0,9,10,0,4,1,3,21.9,21.9,94.13,0.0,0.0,12.5,100.0,5.0,cloudy,12.170833333333333,0,545,120.0
2011-09-22 11:00:00,0,9,11,0,4,1,3,23.0,23.0,88.57,0.0,0.0,12.4,99.2,5.0,cloudy,12.170833333333333,0,485,165.0
2011-09-22 12:00:00,0,9,12,0,4,1,3,23.1,23.1,86.96,0.0,0.0,12.1,98.8,5.0,cloudy,12.170833333333333,0,425,176.0
2011-09-22 13:00:00,0,9,13,0,4,1,3,24.0,24.0,82.49,0.0,0.0,14.0,96.4,5.0,cloudy,12.170833333333333,0,365,193.0
2011-09-22 14:00:00,0,9,14,0,4,1,3,24.3,24.3,81.17,0.0,0.0,12.6,98.8,3.0,cloudy,12.170833333333333,0,305,183.0
2011-09-22 15:00:00,0,9,15,0,4,1,3,24.2,24.2,81.33,0.0,0.0,14.2,94.6,2.0,cloudy,12.170833333333333,0,245,181.0
2011-09-22 16:00:00,0,9,16,0,4,1,3,25.1,25.1,77.22,0.0,0.0,10.3,90.1,1.0,cloudy,12.170833333333333,0,185,301.0
2011-09-22 17:00:00,0,9,17,0,4,1,3,25.0,25.0,74.37,0.0,0.0,9.0,90.1,1.0,cloudy,12.170833333333333,0,125,563.0
2011-09-22 18:00:00,0,9,18,0,4,1,3,24.2,24.2,78.24,0.0,0.0,5.2,92.8,0.0,cloudy,12.170833333333333,0,65,551.0
2011-09-22 19:00:00,0,9,19,0,4,1,3,22.9,22.9,84.08,0.0,0.0,7.3,96.1,0.0,cloudy,12.170833333333333,0,5,420.0
2011-09-22 20:00:00,0,9,20,0,4,1,3,22.8,22.8,88.75,0.0,0.0,5.5,90.1,0.0,cloudy,12.170833333333333,654,0,285.0
2011-09-22 21:00:00,0,9,21,0,4,1,3,22.0,22.0,94.16,0.0,0.0,8.5,91.1,0.0,cloudy,12.170833333333333,594,0,221.0
2011-09-22 22:00:00,0,9,22,0,4,1,3,22.8,22.8,89.95,0.0,0.0,4.8,90.1,0.0,cloudy,12.170833333333333,534,0,187.0
2011-09-22 23:00:00,0,9,23,0,4,1,3,22.0,22.0,98.28,0.0,0.0,4.8,89.1,0.0,partly-cloudy-night,12.170833333333333,474,0,113.0
2011-09-23 00:00:00,0,9,0,0,5,1,4,21.9,21.9,94.3,0.0,0.0,0.4,90.1,0.0,cloudy,12.12861111111111,416,0,52.0
2011-09-23 01:00:00,0,9,1,0,5,1,4,21.7,21.7,95.45,0.0,0.0,4.8,92.7,0.0,cloudy,12.12861111111111,356,0,31.0
2011-09-23 02:00:00,0,9,2,0,5,1,4,21.0,21.0,98.29,0.0,0.0,0.5,100.0,0.0,cloudy,12.12861111111111,296,0,20.0
2011-09-23 03:00:00,0,9,3,0,5,1,4,21.0,21.0,98.62,0.0,0.0,7.3,100.0,0.0,cloudy,12.12861111111111,236,0,8.0
2011-09-23 04:00:00,0,9,4,0,5,1,4,21.1,21.1,99.75,0.0,0.0,0.0,100.0,0.0,cloudy,12.12861111111111,176,0,13.0
2011-09-23 05:00:00,0,9,5,0,5,1,4,21.8,21.8,95.9,0.0,0.0,0.5,100.0,0.0,cloudy,12.12861111111111,116,0,22.0
2011-09-23 06:00:00,0,9,6,0,5,1,4,21.8,21.8,95.9,0.0,0.0,0.4,100.0,0.0,cloudy,12.12861111111111,56,0,104.0
2011-09-23 07:00:00,0,9,7,0,5,1,4,21.8,21.8,95.9,0.0,0.0,0.5,100.0,0.0,cloudy,12.12861111111111,0,724,254.0
2011-09-23 08:00:00,0,9,8,0,5,1,4,22.0,22.0,94.69,0.0,0.0,7.3,99.8,1.0,cloudy,12.12861111111111,0,664,317.0
2011-09-23 09:00:00,0,9,9,0,5,1,4,22.0,22.0,98.72,0.0,0.0,7.5,100.0,1.0,cloudy,12.12861111111111,0,604,111.0
2011-09-23 10:00:00,0,9,10,0,5,1,4,22.1,22.1,98.74,0.361,0.0,7.5,100.0,2.0,rain,12.12861111111111,0,544,35.0
2011-09-23 11:00:00,0,9,11,0,5,1,4,22.0,22.0,98.64,3.166,0.0,9.2,100.0,3.0,rain,12.12861111111111,0,484,21.0
2011-09-23 12:00:00,0,9,12,0,5,1,4,21.8,21.8,100.0,7.408,0.0,12.5,100.0,3.0,rain,12.12861111111111,0,424,29.0
2011-09-23 13:00:00,0,9,13,0,5,1,4,21.8,21.8,94.35,3.147,0.0,7.5,99.6,3.0,rain,12.12861111111111,0,364,34.0
2011-09-23 14:00:00,0,9,14,0,5,1,4,21.8,21.8,95.5,1.947,0.0,9.9,100.0,2.0,rain,12.12861111111111,0,304,24.0
2011-09-23 15:00:00,0,9,15,0,5,1,4,21.8,21.8,95.59,3.525,0.0,0.0,98.8,2.0,rain,12.12861111111111,0,244,61.0
2011-09-23 16:00:00,0,9,16,0,5,1,4,21.8,21.8,95.48,2.079,0.0,0.1,100.0,1.0,rain,12.12861111111111,0,184,56.0
2011-09-23 17:00:00,0,9,17,0,5,1,4,21.8,21.8,95.45,2.709,0.0,4.8,99.6,1.0,rain,12.12861111111111,0,124,99.0
2011-09-23 18:00:00,0,9,18,0,5,1,4,21.8,21.8,94.22,1.445,0.0,0.0,99.6,0.0,rain,12.12861111111111,0,64,234.0
2011-09-23 19:00:00,0,9,19,0,5,1,4,21.1,21.1,98.25,0.376,0.0,0.0,88.3,0.0,rain,12.12861111111111,0,4,248.0
2011-09-23 20:00:00,0,9,20,0,5,1,4,21.0,21.0,98.29,0.022,0.0,5.2,86.1,0.0,rain,12.12861111111111,655,0,179.0
2011-09-23 21:00:00,0,9,21,0,5,1,4,21.0,21.0,93.77,0.0,0.0,0.0,79.3,0.0,partly-cloudy-night,12.12861111111111,595,0,138.0
2011-09-23 22:00:00,0,9,22,0,5,1,4,21.0,21.0,98.29,0.0,0.0,10.5,86.5,0.0,partly-cloudy-night,12.12861111111111,535,0,157.0
2011-09-23 23:00:00,0,9,23,0,5,1,4,20.7,20.7,95.24,0.0,0.0,10.5,87.5,0.0,partly-cloudy-night,12.12861111111111,475,0,148.0
2011-09-24 00:00:00,0,9,0,0,6,0,4,20.8,20.8,95.24,0.0,0.0,7.5,92.7,0.0,cloudy,12.086944444444445,417,0,93.0
2011-09-24 01:00:00,0,9,1,0,6,0,4,20.7,20.7,91.04,0.011,0.0,7.4,100.0,0.0,rain,12.086944444444445,357,0,79.0
2011-09-24 02:00:00,0,9,2,0,6,0,4,20.0,20.0,95.25,0.0,0.0,5.7,100.0,0.0,cloudy,12.086944444444445,297,0,68.0
2011-09-24 03:00:00,0,9,3,0,6,0,4,20.0,20.0,95.2,0.0,0.0,5.2,100.0,0.0,cloudy,12.086944444444445,237,0,31.0
2011-09-24 04:00:00,0,9,4,0,6,0,4,20.0,20.0,94.96,0.0,0.0,0.5,99.6,0.0,cloudy,12.086944444444445,177,0,8.0
2011-09-24 05:00:00,0,9,5,0,6,0,4,19.2,19.2,98.31,0.0,0.0,10.3,89.7,0.0,partly-cloudy-night,12.086944444444445,117,0,5.0
2011-09-24 06:00:00,0,9,6,0,6,0,4,19.2,19.2,94.15,0.0,0.0,0.4,3.9,0.0,clear-night,12.086944444444445,57,0,18.0
2011-09-24 07:00:00,0,9,7,0,6,0,4,19.2,19.2,92.65,0.0,0.0,7.3,92.8,0.0,cloudy,12.086944444444445,0,722,46.0
2011-09-24 08:00:00,0,9,8,0,6,0,4,19.1,19.1,88.54,0.0,0.0,7.3,89.1,1.0,partly-cloudy-day,12.086944444444445,0,662,121.0
2011-09-24 09:00:00,0,9,9,0,6,0,4,20.0,20.0,89.37,0.0,0.0,5.4,92.5,2.0,cloudy,12.086944444444445,0,602,175.0
2011-09-24 10:00:00,0,9,10,0,6,0,4,20.7,20.7,85.24,0.0,0.0,5.2,98.1,3.0,cloudy,12.086944444444445,0,542,293.0
2011-09-24 11:00:00,0,9,11,0,6,0,4,21.0,21.0,87.96,0.0,0.0,5.4,96.4,3.0,cloudy,12.086944444444445,0,482,386.0
2011-09-24 12:00:00,0,9,12,0,6,0,4,21.8,21.8,84.17,0.0,0.0,5.6,100.0,4.0,cloudy,12.086944444444445,0,422,407.0
2011-09-24 13:00:00,0,9,13,0,6,0,4,22.0,22.0,83.97,0.0,0.0,5.4,100.0,4.0,cloudy,12.086944444444445,0,362,460.0
2011-09-24 14:00:00,0,9,14,0,6,0,4,23.1,23.1,77.68,0.0,0.0,0.5,88.9,3.0,partly-cloudy-day,12.086944444444445,0,302,390.0
2011-09-24 15:00:00,0,9,15,0,6,0,4,23.2,23.2,77.3,0.0,0.0,0.8,99.6,2.0,cloudy,12.086944444444445,0,242,452.0
2011-09-24 16:00:00,0,9,16,0,6,0,4,23.8,23.8,74.47,0.0,0.0,10.6,93.5,1.0,cloudy,12.086944444444445,0,182,449.0
2011-09-24 17:00:00,0,9,17,0,6,0,4,23.1,23.1,77.61,0.0,0.0,5.6,100.0,1.0,cloudy,12.086944444444445,0,122,426.0
2011-09-24 18:00:00,0,9,18,0,6,0,4,23.8,23.8,74.6,0.0,0.0,7.3,90.1,0.0,cloudy,12.086944444444445,0,62,400.0
2011-09-24 19:00:00,0,9,19,0,6,0,4,22.8,22.8,79.34,0.0,0.0,6.7,86.5,0.0,partly-cloudy-day,12.086944444444445,0,2,308.0
2011-09-24 20:00:00,0,9,20,0,6,0,4,22.0,22.0,88.95,0.0,0.0,0.5,84.5,0.0,partly-cloudy-night,12.086944444444445,656,0,243.0
2011-09-24 21:00:00,0,9,21,0,6,0,4,22.8,22.8,83.03,0.0,0.0,0.0,79.3,0.0,partly-cloudy-night,12.086944444444445,596,0,222.0
2011-09-24 22:00:00,0,9,22,0,6,0,4,21.7,21.7,85.34,0.0,0.0,5.2,88.9,0.0,partly-cloudy-night,12.086944444444445,536,0,193.0
2011-09-24 23:00:00,0,9,23,0,6,0,4,21.7,21.7,89.83,0.0,0.0,0.0,100.0,0.0,cloudy,12.086944444444445,476,0,150.0
2011-09-25 00:00:00,0,9,0,0,0,0,4,21.0,21.0,89.28,0.0,0.0,5.2,97.2,0.0,cloudy,12.045,418,0,173.0
2011-09-25 01:00:00,0,9,1,0,0,0,4,21.0,21.0,89.28,0.0,0.0,0.0,98.1,0.0,cloudy,12.045,358,0,124.0
2011-09-25 02:00:00,0,9,2,0,0,0,4,21.0,21.0,89.28,0.012,0.0,7.3,100.0,0.0,rain,12.045,298,0,106.0
2011-09-25 03:00:00,0,9,3,0,0,0,4,21.0,21.0,93.99,0.058,0.0,7.3,99.6,0.0,rain,12.045,238,0,59.0
2011-09-25 04:00:00,0,9,4,0,0,0,4,20.8,20.8,95.2,1.169,0.0,7.3,94.7,0.0,rain,12.045,178,0,8.0
2011-09-25 05:00:00,0,9,5,0,0,0,4,20.8,20.8,95.2,0.446,0.0,6.7,98.8,0.0,rain,12.045,118,0,3.0
2011-09-25 06:00:00,0,9,6,0,0,0,4,20.8,20.8,95.24,0.0,0.0,9.0,89.8,0.0,partly-cloudy-night,12.045,58,0,17.0
2011-09-25 07:00:00,0,9,7,0,0,0,4,19.9,19.9,99.38,0.0,0.0122960725075528,6.5,87.0,0.0,partly-cloudy-day,12.045,0,720,38.0
2011-09-25 08:00:00,0,9,8,0,0,0,4,21.0,21.0,93.99,0.0,0.0,9.0,100.0,1.0,cloudy,12.045,0,660,86.0
2011-09-25 09:00:00,0,9,9,0,0,0,4,21.7,21.7,90.13,0.011,0.0,0.3,99.2,2.0,rain,12.045,0,600,155.0
2011-09-25 10:00:00,0,9,10,0,0,0,4,22.8,22.8,84.53,0.0,0.0,0.4,98.8,3.0,cloudy,12.045,0,540,275.0
2011-09-25 11:00:00,0,9,11,0,0,0,4,23.1,23.1,82.77,0.0,0.0,0.0,100.0,3.0,cloudy,12.045,0,480,361.0
2011-09-25 12:00:00,0,9,12,0,0,0,4,23.9,23.9,78.94,0.0,0.0,9.2,99.6,4.0,cloudy,12.045,0,420,413.0
2011-09-25 13:00:00,0,9,13,0,0,0,4,23.9,23.9,79.0,0.0,0.0,0.2,99.6,4.0,cloudy,12.045,0,360,369.0
2011-09-25 14:00:00,0,9,14,0,0,0,4,24.9,24.9,74.42,0.0,0.0,0.8,99.6,4.0,cloudy,12.045,0,300,347.0
2011-09-25 15:00:00,0,9,15,0,0,0,4,24.1,24.1,77.85,0.0,0.0,0.2,98.1,3.0,cloudy,12.045,0,240,353.0
2011-09-25 16:00:00,0,9,16,0,0,0,4,24.2,24.2,77.7,0.0,0.0,0.0,99.6,2.0,cloudy,12.045,0,180,464.0
2011-09-25 17:00:00,0,9,17,0,0,0,4,25.7,25.7,70.78,0.0,0.0,0.0,88.9,1.0,partly-cloudy-day,12.045,0,120,420.0
2011-09-25 18:00:00,0,9,18,0,0,0,4,26.0,26.0,69.58,0.0,0.0,0.7,79.3,0.0,partly-cloudy-day,12.045,0,60,404.0
2011-09-25 19:00:00,0,9,19,0,0,0,4,25.0,25.0,70.75,0.0,0.0,0.3,85.5,0.0,partly-cloudy-day,12.045,0,0,329.0
2011-09-25 20:00:00,0,9,20,0,0,0,4,22.9,22.9,84.15,0.0,0.0,9.0,86.5,0.0,partly-cloudy-night,12.045,657,0,186.0
2011-09-25 21:00:00,0,9,21,0,0,0,4,22.7,22.7,84.94,0.0,0.0,4.8,82.9,0.0,partly-cloudy-night,12.045,597,0,137.0
2011-09-25 22:00:00,0,9,22,0,0,0,4,21.8,21.8,94.28,0.0,0.0,5.2,85.5,0.0,partly-cloudy-night,12.045,537,0,104.0
2011-09-25 23:00:00,0,9,23,0,0,0,4,21.7,21.7,90.13,0.0,0.0,5.2,81.3,0.0,partly-cloudy-night,12.045,477,0,79.0
2011-09-26 00:00:00,0,9,0,0,1,1,4,21.8,21.8,93.84,0.0,0.0,7.3,92.3,0.0,cloudy,12.003055555555555,419,0,29.0
2011-09-26 01:00:00,0,9,1,0,1,1,4,21.7,21.7,94.28,0.0,0.0,0.0,99.6,0.0,cloudy,12.003055555555555,359,0,17.0
2011-09-26 02:00:00,0,9,2,0,1,1,4,21.8,21.8,90.14,0.0,0.0,0.4,99.2,0.0,cloudy,12.003055555555555,299,0,8.0
2011-09-26 03:00:00,0,9,3,0,1,1,4,21.8,21.8,89.73,0.0,0.0,5.2,99.6,0.0,cloudy,12.003055555555555,239,0,5.0
2011-09-26 04:00:00,0,9,4,0,1,1,4,21.8,21.8,94.28,0.0,0.0,0.0,100.0,0.0,cloudy,12.003055555555555,179,0,6.0
2011-09-26 05:00:00,0,9,5,0,1,1,4,21.8,21.8,93.84,0.0,0.0,5.1,100.0,0.0,cloudy,12.003055555555555,119,0,25.0
2011-09-26 06:00:00,0,9,6,0,1,1,4,21.8,21.8,90.14,0.0,0.0,0.4,99.2,0.0,cloudy,12.003055555555555,59,0,113.0
2011-09-26 07:00:00,0,9,7,0,1,1,4,21.8,21.8,90.14,0.0,0.0,0.4,100.0,0.0,cloudy,12.003055555555555,0,719,332.0
2011-09-26 08:00:00,0,9,8,0,1,1,4,21.8,21.8,94.26,0.0,0.0,0.3,99.6,2.0,cloudy,12.003055555555555,0,659,355.0
2011-09-26 09:00:00,0,9,9,0,1,1,4,22.0,22.0,93.08,0.0,0.0,0.5,99.6,3.0,cloudy,12.003055555555555,0,599,205.0
2011-09-26 10:00:00,0,9,10,0,1,1,4,22.8,22.8,89.98,0.0,0.0,7.6,98.9,5.0,cloudy,12.003055555555555,0,539,154.0
2011-09-26 11:00:00,0,9,11,0,1,1,4,23.2,23.2,86.43,0.0,0.0,11.2,99.6,6.0,cloudy,12.003055555555555,0,479,159.0
2011-09-26 12:00:00,0,9,12,0,1,1,4,25.0,25.0,78.58,0.0,0.0,14.6,89.3,6.0,partly-cloudy-day,12.003055555555555,0,419,209.0
2011-09-26 13:00:00,0,9,13,0,1,1,4,25.0,25.0,77.52,0.0,0.0,11.4,98.2,6.0,cloudy,12.003055555555555,0,359,187.0
2011-09-26 14:00:00,0,9,14,0,1,1,4,25.8,25.8,73.89,0.0,0.0,11.3,96.6,5.0,cloudy,12.003055555555555,0,299,154.0
2011-09-26 15:00:00,0,9,15,0,1,1,4,25.8,25.8,70.65,0.0,0.0,11.0,88.9,4.0,partly-cloudy-day,12.003055555555555,0,239,209.0
2011-09-26 16:00:00,0,9,16,0,1,1,4,26.8,28.1,62.97,0.0,0.0,9.5,85.5,3.0,partly-cloudy-day,12.003055555555555,0,179,313.0
2011-09-26 17:00:00,0,9,17,0,1,1,4,26.1,26.1,65.79,0.0,0.0,11.0,87.4,1.0,partly-cloudy-day,12.003055555555555,0,119,570.0
2011-09-26 18:00:00,0,9,18,0,1,1,4,26.0,26.0,69.5,0.0,0.0,9.4,86.5,0.0,partly-cloudy-day,12.003055555555555,0,59,553.0
2011-09-26 19:00:00,0,9,19,0,1,1,4,24.1,24.1,82.07,0.0,0.0,7.4,85.7,0.0,partly-cloudy-night,12.003055555555555,718,0,383.0
2011-09-26 20:00:00,0,9,20,0,1,1,4,23.8,23.8,83.42,0.0,0.0,5.2,47.6,0.0,partly-cloudy-night,12.003055555555555,658,0,251.0
2011-09-26 21:00:00,0,9,21,0,1,1,4,23.1,23.1,87.34,0.0,0.0,9.0,81.3,0.0,partly-cloudy-night,12.003055555555555,598,0,182.0
2011-09-26 22:00:00,0,9,22,0,1,1,4,22.8,22.8,88.44,0.0,0.0,9.0,46.6,0.0,partly-cloudy-night,12.003055555555555,538,0,136.0
2011-09-26 23:00:00,0,9,23,0,1,1,4,22.0,22.0,93.07,0.0,0.0,9.0,81.3,0.0,partly-cloudy-night,12.003055555555555,478,0,75.0
2011-09-27 00:00:00,0,9,0,0,2,1,4,22.0,22.0,93.07,0.0,0.0,9.3,44.6,0.0,partly-cloudy-night,11.961388888888887,420,0,37.0
2011-09-27 01:00:00,0,9,1,0,2,1,4,22.0,22.0,92.99,0.0,0.0,9.0,49.1,0.0,partly-cloudy-night,11.961388888888887,360,0,10.0
2011-09-27 02:00:00,0,9,2,0,2,1,4,22.0,22.0,93.07,0.0,0.0,10.5,87.5,0.0,partly-cloudy-night,11.961388888888887,300,0,11.0
2011-09-27 03:00:00,0,9,3,0,2,1,4,22.0,22.0,93.07,0.0,0.0,7.0,86.5,0.0,partly-cloudy-night,11.961388888888887,240,0,10.0
2011-09-27 04:00:00,0,9,4,0,2,1,4,21.8,21.8,94.26,0.0,0.0,0.3,97.4,0.0,cloudy,11.961388888888887,180,0,8.0
2011-09-27 05:00:00,0,9,5,0,2,1,4,22.0,22.0,93.07,0.0,0.0,0.4,98.2,0.0,cloudy,11.961388888888887,120,0,24.0
2011-09-27 06:00:00,0,9,6,0,2,1,4,22.0,22.0,93.07,0.0,0.0,5.8,99.2,0.0,cloudy,11.961388888888887,60,0,124.0
2011-09-27 07:00:00,0,9,7,0,2,1,4,21.8,21.8,94.05,0.0,0.0,13.0,100.0,0.0,cloudy,11.961388888888887,0,0,249.0
2011-09-27 08:00:00,0,9,8,0,2,1,4,22.0,22.0,94.27,0.285,0.0,7.8,100.0,1.0,rain,11.961388888888887,0,657,427.0
2011-09-27 09:00:00,0,9,9,0,2,1,4,22.9,22.9,89.19,0.0,0.0,8.2,100.0,3.0,cloudy,11.961388888888887,0,597,193.0
2011-09-27 10:00:00,0,9,10,0,2,1,4,22.9,22.9,93.83,0.0,0.0,11.1,100.0,3.0,cloudy,11.961388888888887,0,537,122.0
2011-09-27 11:00:00,0,9,11,0,2,1,4,23.0,23.0,93.42,0.0,0.0,12.9,100.0,3.0,cloudy,11.961388888888887,0,477,123.0
2011-09-27 12:00:00,0,9,12,0,2,1,4,23.9,23.9,88.53,0.0,0.0,8.0,99.6,4.0,cloudy,11.961388888888887,0,417,162.0
2011-09-27 13:00:00,0,9,13,0,2,1,4,24.1,24.1,87.43,0.0,0.0,9.5,99.6,4.0,cloudy,11.961388888888887,0,357,151.0
2011-09-27 14:00:00,0,9,14,0,2,1,4,25.0,25.0,82.76,0.0,0.0,7.7,96.6,3.0,cloudy,11.961388888888887,0,297,152.0
2011-09-27 15:00:00,0,9,15,0,2,1,4,25.8,25.8,78.96,0.0,0.0,9.4,93.8,2.0,cloudy,11.961388888888887,0,237,205.0
2011-09-27 16:00:00,0,9,16,0,2,1,4,25.0,25.0,82.58,0.0,0.0,0.9,92.8,2.0,cloudy,11.961388888888887,0,177,258.0
2011-09-27 17:00:00,0,9,17,0,2,1,4,24.1,24.1,83.81,0.018,0.0,12.6,92.8,1.0,rain,11.961388888888887,0,117,530.0
2011-09-27 18:00:00,0,9,18,0,2,1,4,23.9,23.9,88.11,0.0,0.0,12.5,92.8,0.0,cloudy,11.961388888888887,0,57,356.0
2011-09-27 19:00:00,0,9,19,0,2,1,4,23.1,23.1,92.23,0.0,0.0,9.2,98.8,0.0,cloudy,11.961388888888887,719,0,320.0
2011-09-27 20:00:00,0,9,20,0,2,1,4,22.8,22.8,88.25,0.0,0.0,9.1,92.8,0.0,cloudy,11.961388888888887,659,0,238.0
2011-09-27 21:00:00,0,9,21,0,2,1,4,21.8,21.8,79.53,0.0,0.0,0.4,88.9,0.0,partly-cloudy-night,11.961388888888887,599,0,196.0
2011-09-27 22:00:00,0,9,22,0,2,1,4,21.1,21.1,83.61,0.0,0.0,0.3,48.2,0.0,partly-cloudy-night,11.961388888888887,539,0,121.0
2011-09-27 23:00:00,0,9,23,0,2,1,4,21.0,21.0,88.03,0.0,0.0,5.4,26.4,0.0,partly-cloudy-night,11.961388888888887,479,0,93.0
2011-09-28 00:00:00,0,9,0,0,3,1,4,20.7,20.7,89.26,0.0,0.0,5.2,26.3,0.0,partly-cloudy-night,11.919166666666667,420,0,36.0
2011-09-28 01:00:00,0,9,1,0,3,1,4,20.9,20.9,88.06,0.0,0.0,0.7,80.3,0.0,partly-cloudy-night,11.919166666666667,360,0,14.0
2011-09-28 02:00:00,0,9,2,0,3,1,4,20.7,20.7,89.19,0.0,0.0,9.2,24.4,0.0,partly-cloudy-night,11.919166666666667,300,0,9.0
2011-09-28 03:00:00,0,9,3,0,3,1,4,20.9,20.9,93.56,0.0,0.0,12.5,87.5,0.0,partly-cloudy-night,11.919166666666667,240,0,3.0
2011-09-28 04:00:00,0,9,4,0,3,1,4,20.9,20.9,93.98,0.0,0.0,5.4,98.2,0.0,cloudy,11.919166666666667,180,0,4.0
2011-09-28 05:00:00,0,9,5,0,3,1,4,20.9,20.9,89.61,0.0,0.0,0.4,95.6,0.0,cloudy,11.919166666666667,120,0,22.0
2011-09-28 06:00:00,0,9,6,0,3,1,4,20.9,20.9,93.56,0.0,0.0,0.0,100.0,0.0,cloudy,11.919166666666667,60,0,114.0
2011-09-28 07:00:00,0,9,7,0,3,1,4,21.0,21.0,93.98,0.0,0.0,0.0,100.0,0.0,cloudy,11.919166666666667,0,0,185.0
2011-09-28 08:00:00,0,9,8,0,3,1,4,20.9,20.9,89.15,6.252,0.0,0.4,97.4,1.0,rain,11.919166666666667,0,656,287.0
2011-09-28 09:00:00,0,9,9,0,3,1,4,21.1,21.1,93.15,0.891,0.0,6.7,95.6,3.0,rain,11.919166666666667,0,596,155.0
2011-09-28 10:00:00,0,9,10,0,3,1,4,21.8,21.8,93.42,0.0,0.0,8.9,99.6,4.0,cloudy,11.919166666666667,0,536,129.0
2011-09-28 11:00:00,0,9,11,0,3,1,4,22.9,22.9,88.45,0.0,0.0,0.7,99.6,4.0,cloudy,11.919166666666667,0,476,151.0
2011-09-28 12:00:00,0,9,12,0,3,1,4,23.9,23.9,83.19,0.0,0.0,7.7,96.6,5.0,cloudy,11.919166666666667,0,416,184.0
2011-09-28 13:00:00,0,9,13,0,3,1,4,25.0,25.0,78.38,0.0,0.0,0.4,96.1,6.0,cloudy,11.919166666666667,0,356,162.0
2011-09-28 14:00:00,0,9,14,0,3,1,4,26.0,26.0,72.5,0.0,0.0,16.1,83.9,5.0,partly-cloudy-day,11.919166666666667,0,296,170.0
2011-09-28 15:00:00,0,9,15,0,3,1,4,26.8,28.0,62.65,0.0,0.0,16.4,87.5,4.0,partly-cloudy-day,11.919166666666667,0,236,181.0
2011-09-28 16:00:00,0,9,16,0,3,1,4,26.0,26.0,69.47,0.0,0.0,9.2,86.5,3.0,partly-cloudy-day,11.919166666666667,0,176,280.0
2011-09-28 17:00:00,0,9,17,0,3,1,4,26.1,26.1,69.37,0.0,0.0,12.8,85.5,1.0,partly-cloudy-day,11.919166666666667,0,116,591.0
2011-09-28 18:00:00,0,9,18,0,3,1,4,25.8,25.8,70.49,0.0,0.0,14.4,86.5,0.0,partly-cloudy-day,11.919166666666667,0,56,524.0
2011-09-28 19:00:00,0,9,19,0,3,1,4,24.9,24.9,78.17,0.0,0.0,9.0,86.5,0.0,partly-cloudy-night,11.919166666666667,719,0,372.0
2011-09-28 20:00:00,0,9,20,0,3,1,4,24.0,24.0,83.28,0.713,0.0,18.4,89.1,0.0,rain,11.919166666666667,659,0,102.0
2011-09-28 21:00:00,0,9,21,0,3,1,4,20.9,20.9,89.12,3.855,0.0,12.5,97.4,0.0,rain,11.919166666666667,599,0,74.0
2011-09-28 22:00:00,0,9,22,0,3,1,4,21.1,21.1,88.39,0.267,0.0,15.2,97.4,0.0,rain,11.919166666666667,539,0,87.0
2011-09-28 23:00:00,0,9,23,0,3,1,4,21.0,21.0,89.21,0.367,0.0,5.4,81.3,0.0,rain,11.919166666666667,479,0,71.0
2011-09-29 00:00:00,0,9,0,0,4,1,4,21.0,21.0,93.98,0.0,0.0,9.2,44.6,0.0,partly-cloudy-night,11.8775,421,0,40.0
2011-09-29 01:00:00,0,9,1,0,4,1,4,21.0,21.0,93.98,0.0,0.0,12.4,47.2,0.0,partly-cloudy-night,11.8775,361,0,23.0
2011-09-29 02:00:00,0,9,2,0,4,1,4,21.0,21.0,98.73,0.0,0.0,12.4,100.0,0.0,cloudy,11.8775,301,0,2.0
2011-09-29 03:00:00,0,9,3,0,4,1,4,21.0,21.0,98.73,0.0,0.0,12.6,100.0,0.0,cloudy,11.8775,241,0,8.0
2011-09-29 04:00:00,0,9,4,0,4,1,4,21.0,21.0,94.41,0.0,0.0,12.6,100.0,0.0,cloudy,11.8775,181,0,7.0
2011-09-29 05:00:00,0,9,5,0,4,1,4,21.0,21.0,90.02,0.0,0.0,12.4,100.0,0.0,cloudy,11.8775,121,0,22.0
2011-09-29 06:00:00,0,9,6,0,4,1,4,20.8,20.8,90.36,0.0,0.0,7.9,99.6,0.0,cloudy,11.8775,61,0,111.0
2011-09-29 07:00:00,0,9,7,0,4,1,4,20.8,20.8,90.36,0.0,0.0,5.8,98.8,0.0,cloudy,11.8775,1,0,283.0
2011-09-29 08:00:00,0,9,8,0,4,1,4,20.8,20.8,89.2,0.0,0.0,9.3,89.7,2.0,partly-cloudy-day,11.8775,0,654,431.0
2011-09-29 09:00:00,0,9,9,0,4,1,4,21.0,21.0,83.81,0.0,0.0,1.0,99.6,4.0,cloudy,11.8775,0,594,225.0
2011-09-29 10:00:00,0,9,10,0,4,1,4,22.2,22.2,81.86,0.0,0.0,11.2,96.0,5.0,cloudy,11.8775,0,534,127.0
2011-09-29 11:00:00,0,9,11,0,4,1,4,23.2,23.2,65.12,0.0,0.0,13.2,86.7,6.0,partly-cloudy-day,11.8775,0,474,158.0
