,datetime,yr,mnth,hr,holiday,weekday,workingday,season,temp,feelslike,humidity,precip,snowdepth,windspeed,cloudcover,uvindex,icon,sunlight_hours,mtillsunrise,mtillsunset,cnt
1211,2011-02-20 11:00:00,0,2,11,0,0,0,1,5.7,3.3,34.02,0.0,0.0,10.8,89.1,7.0,partly-cloudy-day,10.96,0,410,161.0
1212,2011-02-20 12:00:00,0,2,12,0,0,0,1,6.0,4.4,33.15,0.0,0.0,7.8,81.3,7.0,partly-cloudy-day,10.96,0,350,182.0
1213,2011-02-20 13:00:00,0,2,13,0,0,0,1,7.8,6.2,28.71,0.0,0.0,9.4,81.3,5.0,partly-cloudy-day,10.96,0,290,198.0
1214,2011-02-20 14:00:00,0,2,14,0,0,0,1,8.8,7.1,26.69,0.0,0.0,10.6,79.3,3.0,partly-cloudy-day,10.96,0,230,212.0
1215,2011-02-20 15:00:00,0,2,15,0,0,0,1,8.9,8.9,26.45,0.0,0.0,4.8,86.1,1.0,partly-cloudy-day,10.96,0,170,168.0
1216,2011-02-20 16:00:00,0,2,16,0,0,0,1,8.8,8.2,29.03,0.0,0.0,5.7,88.9,0.0,partly-cloudy-day,10.96,0,110,147.0
1217,2011-02-20 17:00:00,0,2,17,0,0,0,1,8.1,6.3,32.22,0.0,0.0,10.6,88.9,0.0,partly-cloudy-day,10.96,0,50,146.0
1218,2011-02-20 18:00:00,0,2,18,0,0,0,1,8.0,6.5,35.11,0.0,0.0,8.9,97.4,0.0,cloudy,10.96,772,0,101.0
1219,2011-02-20 19:00:00,0,2,19,0,0,0,1,7.7,6.1,36.03,0.0,0.0,9.1,97.4,0.0,cloudy,10.96,712,0,42.0
1220,2011-02-20 20:00:00,0,2,20,0,0,0,1,7.7,7.7,43.33,0.0,0.0,0.2,99.2,0.0,cloudy,10.96,652,0,42.0
1221,2011-02-20 21:00:00,0,2,21,0,0,0,1,6.9,6.9,54.05,0.0,0.0,0.9,99.6,0.0,cloudy,10.96,592,0,56.0
1222,2011-02-20 22:00:00,0,2,22,0,0,0,1,6.6,3.9,57.73,0.0,0.0,14.4,100.0,0.0,cloudy,10.96,532,0,47.0
1223,2011-02-20 23:00:00,0,2,23,0,0,0,1,6.0,3.5,61.05,0.0,0.0,11.6,100.0,0.0,cloudy,10.96,472,0,54.0
1224,2011-02-21 00:00:00,0,2,0,1,1,0,1,6.7,4.7,53.7,0.0,0.0,10.0,100.0,0.0,cloudy,11.000277777777777,412,0,37.0
1225,2011-02-21 01:00:00,0,2,1,1,1,0,1,7.8,4.4,42.45,0.0,0.0,21.9,100.0,0.0,cloudy,11.000277777777777,352,0,13.0
1226,2011-02-21 02:00:00,0,2,2,1,1,0,1,7.8,4.8,45.12,0.0,0.0,18.0,89.3,0.0,partly-cloudy-night,11.000277777777777,292,0,4.0
1227,2011-02-21 03:00:00,0,2,3,1,1,0,1,7.8,4.6,41.5,0.0,0.0,20.0,99.6,0.0,cloudy,11.000277777777777,232,0,5.0
1228,2011-02-21 04:00:00,0,2,4,1,1,0,1,7.1,4.9,44.25,0.0,0.0,11.6,82.3,0.0,partly-cloudy-night,11.000277777777777,172,0,1.0
1229,2011-02-21 05:00:00,0,2,5,1,1,0,1,8.1,8.1,36.01,0.0,0.0,2.0,94.3,0.0,cloudy,11.000277777777777,112,0,3.0
1230,2011-02-21 06:00:00,0,2,6,1,1,0,1,11.8,11.8,26.43,0.0,0.0,21.1,100.0,0.0,cloudy,11.000277777777777,52,0,8.0
1231,2011-02-21 07:00:00,0,2,7,1,1,0,1,11.8,11.8,26.48,0.0,0.0,18.8,99.6,1.0,cloudy,11.000277777777777,0,652,19.0
1232,2011-02-21 08:00:00,0,2,8,1,1,0,1,9.4,6.8,39.88,0.0,0.0,19.2,90.1,1.0,cloudy,11.000277777777777,0,592,63.0
1233,2011-02-21 09:00:00,0,2,9,1,1,0,1,7.2,4.1,54.93,0.0,0.0,17.7,100.0,1.0,cloudy,11.000277777777777,0,532,57.0
1234,2011-02-21 10:00:00,0,2,10,1,1,0,1,6.8,3.8,57.63,0.0,0.0,16.6,100.0,1.0,cloudy,11.000277777777777,0,472,81.0
1235,2011-02-21 11:00:00,0,2,11,1,1,0,1,6.8,5.1,58.14,0.0,0.0,8.4,100.0,2.0,cloudy,11.000277777777777,0,412,90.0
1236,2011-02-21 12:00:00,0,2,12,1,1,0,1,6.8,4.4,66.29,0.0,0.0,11.9,100.0,4.0,cloudy,11.000277777777777,0,352,93.0
1237,2011-02-21 13:00:00,0,2,13,1,1,0,1,6.1,2.2,81.35,0.267,0.0,21.8,100.0,4.0,rain,11.000277777777777,0,292,103.0
1238,2011-02-21 14:00:00,0,2,14,1,1,0,1,6.7,3.6,76.42,0.0,0.0,16.2,100.0,2.0,cloudy,11.000277777777777,0,232,116.0
1239,2011-02-21 15:00:00,0,2,15,1,1,0,1,6.0,1.5,70.69,0.0,0.0,28.3,100.0,1.0,cloudy,11.000277777777777,0,172,87.0
1240,2011-02-21 16:00:00,0,2,16,1,1,0,1,4.9,0.3,75.89,0.0,0.0,26.6,100.0,0.0,cloudy,11.000277777777777,0,112,56.0
1241,2011-02-21 17:00:00,0,2,17,1,1,0,1,4.9,0.4,74.58,0.0,0.0,25.0,100.0,0.0,cloudy,11.000277777777777,0,52,80.0
1242,2011-02-21 18:00:00,0,2,18,1,1,0,1,4.1,-0.4,80.63,0.022,0.0,22.9,100.0,0.0,rain,11.000277777777777,771,0,66.0
1243,2011-02-21 19:00:00,0,2,19,1,1,0,1,3.1,-1.0,84.85,0.289,0.0,17.9,100.0,0.0,rain,11.000277777777777,711,0,49.0
1244,2011-02-21 20:00:00,0,2,20,1,1,0,1,2.8,-2.0,77.0,0.022,0.0,22.9,100.0,0.0,rain,11.000277777777777,651,0,29.0
1245,2011-02-21 21:00:00,0,2,21,1,1,0,1,2.0,-3.0,74.21,0.0,0.0,21.7,100.0,0.0,cloudy,11.000277777777777,591,0,34.0
1246,2011-02-21 22:00:00,0,2,22,1,1,0,1,0.7,-5.1,76.62,0.011,0.0,25.1,100.0,0.0,rain,11.000277777777777,531,0,11.0
1247,2011-02-21 23:00:00,0,2,23,1,1,0,1,-0.1,-6.5,85.97,1.508,0.0,29.6,100.0,0.0,snow,11.000277777777777,471,0,2.0
1248,2011-02-22 00:00:00,0,2,0,0,2,0,1,-1.2,-6.6,85.92,1.363,0.0,19.6,100.0,0.0,snow,11.040833333333333,410,0,80.55555555555556
1249,2011-02-22 01:00:00,0,2,1,0,2,0,1,-1.8,-6.8,90.48,0.781,0.0,15.9,100.0,0.0,snow,11.040833333333333,350,0,80.55555555555556
1250,2011-02-22 02:00:00,0,2,2,0,2,0,1,-1.9,-6.7,86.05,0.647,0.0,14.6,100.0,0.0,snow,11.040833333333333,290,0,80.55555555555556
1251,2011-02-22 03:00:00,0,2,3,0,2,0,1,-1.9,-7.3,86.05,0.153,0.0,18.0,100.0,0.0,snow,11.040833333333333,230,0,80.55555555555556
1252,2011-02-22 04:00:00,0,2,4,0,2,0,1,-2.2,-9.2,80.94,0.0,0.0,28.9,100.0,0.0,cloudy,11.040833333333333,170,0,80.55555555555556
1253,2011-02-22 05:00:00,0,2,5,0,2,0,1,-3.0,-9.3,85.89,0.267,0.0,21.9,100.0,0.0,snow,11.040833333333333,110,0,80.55555555555556
1254,2011-02-22 06:00:00,0,2,6,0,2,1,1,-3.0,-9.3,80.98,0.0,0.0,21.3,100.0,0.0,cloudy,11.040833333333333,50,0,7.0
1255,2011-02-22 07:00:00,0,2,7,0,2,1,1,-3.1,-8.6,79.53,0.0,0.0,17.3,99.6,1.0,cloudy,11.040833333333333,0,653,40.0
1256,2011-02-22 08:00:00,0,2,8,0,2,1,1,-3.0,-8.4,79.39,0.0,0.0,16.5,100.0,2.0,cloudy,11.040833333333333,0,593,114.0
1257,2011-02-22 09:00:00,0,2,9,0,2,1,1,-2.3,-7.4,74.61,0.0,0.15,16.0,100.0,4.0,snow,11.040833333333333,0,533,106.0
1258,2011-02-22 10:00:00,0,2,10,0,2,1,1,-2.0,-5.8,73.16,0.0,0.15,10.5,100.0,5.0,cloudy,11.040833333333333,0,473,44.0
1259,2011-02-22 11:00:00,0,2,11,0,2,1,1,-1.0,-1.0,64.32,0.0,0.14,0.3,86.1,6.0,partly-cloudy-day,11.040833333333333,0,413,50.0
1260,2011-02-22 12:00:00,0,2,12,0,2,1,1,0.6,-1.5,60.66,0.0,0.13,6.7,88.0,7.0,partly-cloudy-day,11.040833333333333,0,353,55.0
1261,2011-02-22 13:00:00,0,2,13,0,2,1,1,1.9,-1.3,56.43,0.0,0.13,10.9,88.9,6.0,partly-cloudy-day,11.040833333333333,0,293,55.0
1262,2011-02-22 14:00:00,0,2,14,0,2,1,1,1.9,-1.6,55.23,0.0,0.12,12.6,90.1,5.0,cloudy,11.040833333333333,0,233,58.0
1263,2011-02-22 15:00:00,0,2,15,0,2,1,1,2.8,-0.6,49.24,0.0,0.11,12.8,90.1,4.0,cloudy,11.040833333333333,0,173,69.0
1264,2011-02-22 16:00:00,0,2,16,0,2,1,1,2.0,-1.1,51.99,0.0,0.11,11.0,90.1,2.0,cloudy,11.040833333333333,0,113,86.0
1265,2011-02-22 17:00:00,0,2,17,0,2,1,1,2.0,-1.8,51.02,0.0,0.1,14.2,90.1,0.0,cloudy,11.040833333333333,0,53,196.0
1266,2011-02-22 18:00:00,0,2,18,0,2,1,1,1.7,-1.1,48.92,0.0,0.09,9.5,90.1,0.0,cloudy,11.040833333333333,769,0,167.0
1267,2011-02-22 19:00:00,0,2,19,0,2,1,1,1.0,-3.7,47.73,0.0,0.09,17.7,90.1,0.0,cloudy,11.040833333333333,709,0,118.0
1268,2011-02-22 20:00:00,0,2,20,0,2,1,1,0.9,-3.2,47.76,0.0,0.08,14.4,90.1,0.0,cloudy,11.040833333333333,649,0,105.0
1269,2011-02-22 21:00:00,0,2,21,0,2,1,1,0.7,-3.7,47.82,0.0,0.07,15.9,89.3,0.0,partly-cloudy-night,11.040833333333333,589,0,82.0
1270,2011-02-22 22:00:00,0,2,22,0,2,1,1,-1.0,-5.8,44.6,0.0,0.07,15.9,86.5,0.0,partly-cloudy-night,11.040833333333333,529,0,77.0
1271,2011-02-22 23:00:00,0,2,23,0,2,1,1,-1.3,-6.0,45.25,0.0,0.06,15.4,54.2,0.0,partly-cloudy-night,11.040833333333333,469,0,21.0
1272,2011-02-23 00:00:00,0,2,0,0,3,1,1,-2.2,-6.5,50.78,0.0,0.05,12.2,25.4,0.0,partly-cloudy-night,11.081666666666667,409,0,6.0
1273,2011-02-23 01:00:00,0,2,1,0,3,1,1,-2.2,-6.1,47.9,0.0,0.05,10.5,0.0,0.0,clear-night,11.081666666666667,349,0,4.0
1274,2011-02-23 02:00:00,0,2,2,0,3,1,1,-3.2,-6.8,51.67,0.0,0.04,9.0,0.0,0.0,clear-night,11.081666666666667,289,0,1.0
1275,2011-02-23 03:00:00,0,2,3,0,3,1,1,-3.1,-7.2,51.45,0.0,0.03,10.5,0.0,0.0,clear-night,11.081666666666667,229,0,2.0
1276,2011-02-23 04:00:00,0,2,4,0,3,0,1,-3.4,-7.6,52.38,0.0,0.03,10.8,0.0,0.0,clear-night,11.081666666666667,169,0,83.34782608695652
1277,2011-02-23 05:00:00,0,2,5,0,3,1,1,-3.3,-6.9,54.9,0.0,0.02,8.9,48.2,0.0,partly-cloudy-night,11.081666666666667,109,0,8.0
1278,2011-02-23 06:00:00,0,2,6,0,3,1,1,-3.1,-5.9,51.21,0.0,0.01,6.7,48.2,0.0,partly-cloudy-night,11.081666666666667,49,0,36.0
1279,2011-02-23 07:00:00,0,2,7,0,3,1,1,-3.4,-7.0,56.34,0.0,0.01,8.9,28.0,1.0,partly-cloudy-day,11.081666666666667,0,654,96.0
1280,2011-02-23 08:00:00,0,2,8,0,3,1,1,-2.0,-5.8,53.87,0.0,0.0,10.5,24.4,3.0,partly-cloudy-day,11.081666666666667,0,594,235.0
1281,2011-02-23 09:00:00,0,2,9,0,3,1,1,-0.1,-1.8,49.62,0.0,0.0,5.4,24.4,5.0,partly-cloudy-day,11.081666666666667,0,534,139.0
1282,2011-02-23 10:00:00,0,2,10,0,3,1,1,1.0,1.0,40.45,0.0,0.0,0.4,0.0,6.0,clear-day,11.081666666666667,0,474,51.0
1283,2011-02-23 11:00:00,0,2,11,0,3,1,1,3.2,1.3,39.54,0.0,0.0,7.0,24.4,7.0,partly-cloudy-day,11.081666666666667,0,414,69.0
1284,2011-02-23 12:00:00,0,2,12,0,3,1,1,4.0,2.8,35.18,0.0,0.0,5.2,24.4,7.0,partly-cloudy-day,11.081666666666667,0,354,67.0
1285,2011-02-23 13:00:00,0,2,13,0,3,1,1,5.8,5.8,29.13,0.0,0.0,4.8,44.6,7.0,partly-cloudy-day,11.081666666666667,0,294,87.0
1286,2011-02-23 14:00:00,0,2,14,0,3,1,1,7.0,5.7,28.36,0.0,0.0,7.1,44.6,5.0,partly-cloudy-day,11.081666666666667,0,234,78.0
1287,2011-02-23 15:00:00,0,2,15,0,3,1,1,7.8,7.8,24.65,0.0,0.0,4.8,79.3,4.0,partly-cloudy-day,11.081666666666667,0,174,72.0
1288,2011-02-23 16:00:00,0,2,16,0,3,1,1,7.8,7.8,24.51,0.0,0.0,0.9,44.6,2.0,partly-cloudy-day,11.081666666666667,0,114,94.0
1289,2011-02-23 17:00:00,0,2,17,0,3,1,1,7.8,7.2,24.83,0.0,0.0,5.2,44.6,0.0,partly-cloudy-day,11.081666666666667,0,54,222.0
1290,2011-02-23 18:00:00,0,2,18,0,3,1,1,6.6,5.7,28.23,0.0,0.0,5.6,44.6,0.0,partly-cloudy-night,11.081666666666667,768,0,209.0
1291,2011-02-23 19:00:00,0,2,19,0,3,1,1,5.6,5.6,34.01,0.0,0.0,0.7,44.6,0.0,partly-cloudy-night,11.081666666666667,708,0,141.0
1292,2011-02-23 20:00:00,0,2,20,0,3,1,1,2.9,0.1,57.85,0.0,0.0,10.3,24.4,0.0,partly-cloudy-night,11.081666666666667,648,0,109.0
1293,2011-02-23 21:00:00,0,2,21,0,3,1,1,2.8,2.8,48.55,0.0,0.0,0.0,44.6,0.0,partly-cloudy-night,11.081666666666667,588,0,91.0
1294,2011-02-23 22:00:00,0,2,22,0,3,1,1,2.4,2.4,50.2,0.0,0.0,0.0,44.6,0.0,partly-cloudy-night,11.081666666666667,528,0,61.0
1295,2011-02-23 23:00:00,0,2,23,0,3,1,1,1.5,0.1,56.27,0.0,0.0,5.2,44.6,0.0,partly-cloudy-night,11.081666666666667,468,0,39.0
1296,2011-02-24 00:00:00,0,2,0,0,4,1,1,1.4,-0.2,57.99,0.0,0.0,5.5,0.0,0.0,clear-night,11.1225,407,0,11.0
1297,2011-02-24 01:00:00,0,2,1,0,4,1,1,1.3,-0.2,61.95,0.0,0.0,5.2,0.0,0.0,clear-night,11.1225,347,0,7.0
1298,2011-02-24 02:00:00,0,2,2,0,4,1,1,0.6,0.6,64.76,0.0,0.0,4.8,0.0,0.0,clear-night,11.1225,287,0,4.0
1299,2011-02-24 03:00:00,0,2,3,0,4,1,1,0.3,-2.6,66.18,0.0,0.0,9.0,0.0,0.0,clear-night,11.1225,227,0,2.0
1300,2011-02-24 04:00:00,0,2,4,0,4,0,1,-0.4,-3.5,69.9,0.0,0.0,9.0,0.0,0.0,clear-night,11.1225,167,0,78.56521739130434
1301,2011-02-24 05:00:00,0,2,5,0,4,1,1,0.4,-2.6,71.41,0.0,0.0,9.3,0.0,0.0,clear-night,11.1225,107,0,4.0
1302,2011-02-24 06:00:00,0,2,6,0,4,1,1,0.5,-3.3,71.26,0.0,0.0,12.5,0.0,0.0,clear-night,11.1225,47,0,58.0
1303,2011-02-24 07:00:00,0,2,7,0,4,1,1,0.7,-3.0,73.93,0.0,0.0,12.5,24.4,1.0,partly-cloudy-day,11.1225,0,655,104.0
1304,2011-02-24 08:00:00,0,2,8,0,4,1,1,1.6,-2.6,71.72,0.0,0.0,16.0,46.4,3.0,partly-cloudy-day,11.1225,0,595,252.0
1305,2011-02-24 09:00:00,0,2,9,0,4,1,1,3.1,-1.3,73.88,0.0,0.0,20.0,100.0,5.0,cloudy,11.1225,0,535,137.0
1306,2011-02-24 10:00:00,0,2,10,0,4,1,1,4.2,0.3,69.39,0.0,0.0,18.4,100.0,5.0,cloudy,11.1225,0,475,57.0
1307,2011-02-24 11:00:00,0,2,11,0,4,1,1,7.0,3.1,57.18,0.0,0.0,24.8,99.6,4.0,cloudy,11.1225,0,415,79.0
1308,2011-02-24 12:00:00,0,2,12,0,4,1,1,9.1,5.8,52.86,0.0,0.0,24.5,98.8,3.0,cloudy,11.1225,0,355,95.0
1309,2011-02-24 13:00:00,0,2,13,0,4,1,1,9.9,7.2,52.7,0.0,0.0,21.1,99.6,2.0,cloudy,11.1225,0,295,88.0
1310,2011-02-24 14:00:00,0,2,14,0,4,1,1,10.8,10.8,50.62,0.0,0.0,20.5,92.1,1.0,cloudy,11.1225,0,235,69.0
1311,2011-02-24 15:00:00,0,2,15,0,4,1,1,11.7,11.7,48.05,0.0,0.0,28.6,90.1,1.0,cloudy,11.1225,0,175,63.0
1312,2011-02-24 16:00:00,0,2,16,0,4,1,1,9.9,7.4,62.65,0.0,0.0,18.7,94.3,0.0,cloudy,11.1225,0,115,71.0
1313,2011-02-24 17:00:00,0,2,17,0,4,1,1,9.1,7.1,66.17,0.0,0.0,13.2,99.6,0.0,cloudy,11.1225,0,55,177.0
1314,2011-02-24 18:00:00,0,2,18,0,4,1,1,8.8,5.5,81.39,0.018,0.0,23.5,100.0,0.0,rain,11.1225,766,0,137.0
1315,2011-02-24 19:00:00,0,2,19,0,4,1,1,8.1,4.4,91.41,0.022,0.0,25.2,100.0,0.0,rain,11.1225,706,0,115.0
1316,2011-02-24 20:00:00,0,2,20,0,4,1,1,8.1,4.6,91.12,0.022,0.0,23.8,100.0,0.0,rain,11.1225,646,0,89.0
1317,2011-02-24 21:00:00,0,2,21,0,4,1,1,8.1,4.7,87.13,0.0,0.0,21.9,100.0,0.0,cloudy,11.1225,586,0,83.0
1318,2011-02-24 22:00:00,0,2,22,0,4,1,1,8.0,5.1,87.3,0.029,0.0,18.0,100.0,0.0,rain,11.1225,526,0,55.0
1319,2011-02-24 23:00:00,0,2,23,0,4,1,1,7.0,4.4,93.42,0.782,0.0,14.4,100.0,0.0,rain,11.1225,466,0,50.0
1320,2011-02-25 00:00:00,0,2,0,0,5,1,1,7.0,6.2,97.94,0.625,0.0,5.5,100.0,0.0,rain,11.163333333333334,406,0,9.0
1321,2011-02-25 01:00:00,0,2,1,0,5,1,1,7.0,7.0,98.03,0.143,0.0,0.4,100.0,0.0,rain,11.163333333333334,346,0,10.0
1322,2011-02-25 02:00:00,0,2,2,0,5,1,1,7.0,7.0,93.55,0.0,0.0,0.5,100.0,0.0,cloudy,11.163333333333334,286,0,3.0
1323,2011-02-25 03:00:00,0,2,3,0,5,1,1,7.0,5.6,93.79,0.0,0.0,7.4,100.0,0.0,cloudy,11.163333333333334,226,0,2.0
1324,2011-02-25 04:00:00,0,2,4,0,5,0,1,7.8,5.8,88.73,0.0,0.0,10.9,100.0,0.0,cloudy,11.163333333333334,166,0,63.52173913043478
1325,2011-02-25 05:00:00,0,2,5,0,5,1,1,7.9,6.2,93.16,0.022,0.0,9.5,100.0,0.0,rain,11.163333333333334,106,0,6.0
1326,2011-02-25 06:00:00,0,2,6,0,5,1,1,8.2,6.9,93.44,0.0,0.0,7.7,100.0,0.0,cloudy,11.163333333333334,46,0,11.0
1327,2011-02-25 07:00:00,0,2,7,0,5,1,1,8.2,6.7,98.39,1.033,0.0,9.2,100.0,0.0,rain,11.163333333333334,0,656,35.0
1328,2011-02-25 08:00:00,0,2,8,0,5,1,1,8.1,6.5,94.76,2.549,0.0,9.4,100.0,1.0,rain,11.163333333333334,0,596,73.0
1329,2011-02-25 09:00:00,0,2,9,0,5,1,1,8.4,4.8,98.46,1.135,0.0,25.7,99.2,2.0,rain,11.163333333333334,0,536,114.0
1330,2011-02-25 10:00:00,0,2,10,0,5,1,1,12.0,12.0,93.56,0.022,0.0,22.9,98.8,2.0,rain,11.163333333333334,0,476,49.0
1331,2011-02-25 11:00:00,0,2,11,0,5,1,1,14.3,14.3,84.98,0.267,0.0,27.4,81.3,4.0,rain,11.163333333333334,0,416,59.0
1332,2011-02-25 12:00:00,0,2,12,0,5,1,1,18.9,18.9,64.39,0.0,0.0,34.8,82.3,6.0,partly-cloudy-day,11.163333333333334,0,356,115.0
1333,2011-02-25 13:00:00,0,2,13,0,5,1,1,17.2,17.2,66.12,0.0,0.0,35.3,99.2,6.0,cloudy,11.163333333333334,0,296,83.0
1334,2011-02-25 14:00:00,0,2,14,0,5,1,1,16.1,16.1,62.48,0.76,0.0,40.7,98.8,3.0,rain,11.163333333333334,0,236,85.0
1335,2011-02-25 15:00:00,0,2,15,0,5,1,1,13.9,13.9,41.06,0.323,0.0,54.0,51.0,3.0,rain,11.163333333333334,0,176,55.0
1336,2011-02-25 16:00:00,0,2,16,0,5,1,1,7.9,2.3,45.47,7.034,0.0,59.1,44.6,2.0,rain,11.163333333333334,0,116,102.0
1337,2011-02-25 17:00:00,0,2,17,0,5,1,1,7.0,1.4,48.3,2.729,0.0,49.4,89.7,0.0,rain,11.163333333333334,0,56,189.0
1338,2011-02-25 18:00:00,0,2,18,0,5,1,1,6.7,2.0,49.19,1.459,0.0,33.5,86.5,0.0,rain,11.163333333333334,765,0,157.0
1339,2011-02-25 19:00:00,0,2,19,0,5,1,1,5.9,1.2,51.66,0.145,0.0,30.3,82.3,0.0,rain,11.163333333333334,705,0,90.0
1340,2011-02-25 20:00:00,0,2,20,0,5,1,1,5.7,0.2,49.92,0.298,0.0,39.8,86.5,0.0,rain,11.163333333333334,645,0,62.0
1341,2011-02-25 21:00:00,0,2,21,0,5,1,1,4.9,0.2,48.91,0.181,0.0,26.9,86.1,0.0,rain,11.163333333333334,585,0,63.0
1342,2011-02-25 22:00:00,0,2,22,0,5,1,1,4.1,-1.0,48.68,0.0,0.0,28.3,51.0,0.0,partly-cloudy-night,11.163333333333334,525,0,50.0
1343,2011-02-25 23:00:00,0,2,23,0,5,1,1,3.8,-0.7,49.27,0.0,0.0,22.3,25.4,0.0,partly-cloudy-night,11.163333333333334,465,0,39.0
1344,2011-02-26 00:00:00,0,2,0,0,6,0,1,3.1,-0.3,52.11,0.0,0.0,13.2,0.0,0.0,clear-night,11.204722222222221,405,0,28.0
1345,2011-02-26 01:00:00,0,2,1,0,6,0,1,2.8,-1.7,53.21,0.0,0.0,20.0,20.8,0.0,partly-cloudy-night,11.204722222222221,345,0,27.0
1346,2011-02-26 02:00:00,0,2,2,0,6,0,1,2.0,-3.2,59.37,0.0,0.0,23.5,37.4,0.0,partly-cloudy-night,11.204722222222221,285,0,12.0
1347,2011-02-26 03:00:00,0,2,3,0,6,0,1,1.9,-0.7,56.32,0.0,0.0,9.0,89.3,0.0,partly-cloudy-night,11.204722222222221,225,0,8.0
1348,2011-02-26 04:00:00,0,2,4,0,6,0,1,1.9,0.5,60.32,0.0,0.0,5.2,98.8,0.0,cloudy,11.204722222222221,165,0,2.0
1349,2011-02-26 05:00:00,0,2,5,0,6,0,1,1.9,-0.2,63.67,0.0,0.0,7.1,92.8,0.0,cloudy,11.204722222222221,105,0,10.0
1350,2011-02-26 06:00:00,0,2,6,0,6,0,1,1.9,1.9,60.69,0.0,0.0,0.7,43.4,0.0,partly-cloudy-night,11.204722222222221,45,0,7.0
1351,2011-02-26 07:00:00,0,2,7,0,6,0,1,1.8,0.3,61.17,0.0,0.0,5.4,84.7,1.0,partly-cloudy-day,11.204722222222221,0,657,22.0
1352,2011-02-26 08:00:00,0,2,8,0,6,0,1,3.0,3.0,59.62,0.0,0.0,0.0,94.6,2.0,cloudy,11.204722222222221,0,597,57.0
1353,2011-02-26 09:00:00,0,2,9,0,6,0,1,4.0,1.4,54.95,0.0,0.0,10.5,98.8,3.0,cloudy,11.204722222222221,0,537,74.0
1354,2011-02-26 10:00:00,0,2,10,0,6,0,1,5.7,3.7,48.64,0.0,0.0,9.0,99.2,5.0,cloudy,11.204722222222221,0,477,85.0
1355,2011-02-26 11:00:00,0,2,11,0,6,0,1,5.8,5.8,45.7,0.0,0.0,0.4,90.1,6.0,cloudy,11.204722222222221,0,417,126.0
1356,2011-02-26 12:00:00,0,2,12,0,6,0,1,6.8,4.6,45.69,0.0,0.0,11.3,93.5,6.0,cloudy,11.204722222222221,0,357,160.0
1357,2011-02-26 13:00:00,0,2,13,0,6,0,1,7.9,5.1,42.5,0.0,0.0,16.6,94.7,4.0,cloudy,11.204722222222221,0,297,174.0
1358,2011-02-26 14:00:00,0,2,14,0,6,0,1,8.1,4.8,36.66,0.0,0.0,22.1,92.3,3.0,cloudy,11.204722222222221,0,237,211.0
1359,2011-02-26 15:00:00,0,2,15,0,6,0,1,8.8,6.0,39.95,0.0,0.0,18.7,99.2,3.0,cloudy,11.204722222222221,0,177,165.0
1360,2011-02-26 16:00:00,0,2,16,0,6,0,1,9.1,6.4,44.5,0.0,0.0,18.4,86.7,2.0,partly-cloudy-day,11.204722222222221,0,117,171.0
1361,2011-02-26 17:00:00,0,2,17,0,6,0,1,8.8,6.5,42.33,0.0,0.0,14.7,82.5,0.0,partly-cloudy-day,11.204722222222221,0,57,183.0
1362,2011-02-26 18:00:00,0,2,18,0,6,0,1,8.0,5.7,45.65,0.0,0.0,12.8,89.3,0.0,partly-cloudy-night,11.204722222222221,764,0,137.0
1363,2011-02-26 19:00:00,0,2,19,0,6,0,1,6.7,3.8,50.19,0.0,0.0,16.1,48.4,0.0,partly-cloudy-night,11.204722222222221,704,0,94.0
1364,2011-02-26 20:00:00,0,2,20,0,6,0,1,5.6,3.1,58.78,0.0,0.0,11.4,24.4,0.0,partly-cloudy-night,11.204722222222221,644,0,68.0
1365,2011-02-26 21:00:00,0,2,21,0,6,0,1,4.8,1.3,66.86,0.0,0.0,16.3,12.5,0.0,clear-night,11.204722222222221,584,0,68.0
1366,2011-02-26 22:00:00,0,2,22,0,6,0,1,4.8,1.5,74.97,0.0,0.0,14.8,24.4,0.0,partly-cloudy-night,11.204722222222221,524,0,46.0
1367,2011-02-26 23:00:00,0,2,23,0,6,0,1,4.8,1.0,76.45,0.0,0.0,18.5,79.3,0.0,partly-cloudy-night,11.204722222222221,464,0,34.0
1368,2011-02-27 00:00:00,0,2,0,0,0,0,1,4.0,0.1,84.88,0.0,0.0,18.0,79.3,0.0,partly-cloudy-night,11.24611111111111,403,0,34.0
1369,2011-02-27 01:00:00,0,2,1,0,0,0,1,4.0,0.9,86.56,0.0,0.0,12.8,81.3,0.0,partly-cloudy-night,11.24611111111111,343,0,37.0
1370,2011-02-27 02:00:00,0,2,2,0,0,0,1,3.8,1.4,86.35,0.0,0.0,9.5,79.3,0.0,partly-cloudy-night,11.24611111111111,283,0,22.0
1371,2011-02-27 03:00:00,0,2,3,0,0,0,1,4.0,2.8,85.1,0.0,0.0,5.5,79.3,0.0,partly-cloudy-night,11.24611111111111,223,0,11.0
1372,2011-02-27 04:00:00,0,2,4,0,0,0,1,2.7,0.1,86.82,0.0,0.0,9.1,44.6,0.0,partly-cloudy-night,11.24611111111111,163,0,2.0
1373,2011-02-27 05:00:00,0,2,5,0,0,0,1,3.7,3.7,85.55,0.0,0.0,0.4,44.6,0.0,partly-cloudy-night,11.24611111111111,103,0,104.43478260869566
1374,2011-02-27 06:00:00,0,2,6,0,0,0,1,2.8,2.8,86.91,0.0,0.0,0.0,81.3,0.0,partly-cloudy-night,11.24611111111111,43,0,3.0
