name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington DC,2011-07-02,34.7,19.6,27.5,33.1,19.6,27,13.5,45.3,0,0,0,,0,0,,17.6,162.3,1017.2,46.7,16,305.6,26.3,9,,2011-07-02T05:46:54,2011-07-02T20:37:13,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-03,33.1,21.7,26.6,37.1,21.7,27.6,20.2,69.7,22.523,100,33.33,rain,0,0,81.4,19.4,202.7,1013.1,86.1,14.2,222.5,19.2,7,,2011-07-03T05:47:24,2011-07-03T20:37:04,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-04,31.8,22.7,27,32.8,22.7,27.7,19.4,65.3,0.054,100,8.33,rain,0,0,,10.8,230.5,1012.4,79.3,15.8,145,12.6,4,,2011-07-04T05:47:56,2011-07-04T20:36:54,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-05,32,23.7,28.1,34,23.7,29.2,19.4,60.4,0.033,100,4.17,rain,0,0,,15.9,212.5,1013.7,65.1,15.7,315.2,27.2,9,,2011-07-05T05:48:28,2011-07-05T20:36:41,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-06,29.9,24.6,26.9,32.8,24.6,28.2,21.8,74.3,1.725,100,12.5,rain,0,0,,17.9,196.2,1014.2,68.8,14.2,201.2,17.4,6,,2011-07-06T05:49:02,2011-07-06T20:36:27,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-07,34.1,23,28.4,35.9,23,29.5,20.5,66.2,10.825,100,4.17,rain,0,0,29.5,20.4,186.7,1013.2,54.3,14.1,338.9,29.2,10,,2011-07-07T05:49:37,2011-07-07T20:36:10,0.23,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-08,30.1,23.7,26.2,34.2,23.7,27.6,21.6,76.2,16.618,100,20.83,rain,0,0,40.7,23.2,178.7,1009.8,89.8,14.3,169.9,14.6,5,,2011-07-08T05:50:13,2011-07-08T20:35:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-09,32.7,21.9,27.4,32.6,21.9,27.6,18.5,61.9,0,0,0,,0,0,31.3,19.8,355.5,1012.2,42.2,15,344,29.7,10,,2011-07-09T05:50:51,2011-07-09T20:35:32,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-10,32.7,22.8,28.1,33.6,22.8,28.8,18.8,58.5,0,0,0,,0,0,,21,182.1,1016.9,31.8,15.5,342.1,29.6,10,,2011-07-10T05:51:29,2011-07-10T20:35:10,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-11,34,23.9,29.1,40.5,23.9,31.5,21.1,63,0.278,100,8.33,rain,0,0,38.6,27,197.3,1014.3,46.8,14.9,286.7,24.9,9,,2011-07-11T05:52:09,2011-07-11T20:34:46,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-12,35.8,25.5,30.3,39.4,25.5,31.9,20.5,57.9,0,0,0,,0,0,33.3,31.7,325.9,1009.4,57.3,15.8,265.9,23,8,,2011-07-12T05:52:49,2011-07-12T20:34:20,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-13,33.6,23.1,28.3,34.8,23.1,29.3,20.1,63.3,26.011,100,12.5,rain,0,0,63,21.7,287,1009.8,68.9,15,262.9,22.6,9,,2011-07-13T05:53:31,2011-07-13T20:33:52,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-14,28.9,20.4,24.8,27.9,20.4,24.6,13,49.5,0,0,0,,0,0,31.3,23.5,45,1015.9,47.5,16,354.8,30.7,10,,2011-07-14T05:54:13,2011-07-14T20:33:23,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-15,27.7,20.5,23.9,27.6,20.5,23.9,15.4,60.1,0,0,0,,0,0,27.7,16.1,194.5,1019.3,59.6,16,321.4,27.6,10,,2011-07-15T05:54:56,2011-07-15T20:32:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-16,29.1,19.5,25,29.2,19.5,25.1,16.1,59.5,0,0,0,,0,0,33.3,21.4,189.9,1021.4,25.6,16,341,29.5,10,,2011-07-16T05:55:40,2011-07-16T20:32:18,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-17,31.7,21.7,26.7,32.6,21.7,27.4,18.2,60.6,0,0,0,,0,0,29.5,24.8,192.7,1021.6,36,40.9,309.2,26.6,9,,2011-07-17T05:56:25,2011-07-17T20:31:43,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-18,32.8,22.7,28.1,36.7,22.7,29.7,20.7,65.6,0,0,0,,0,0,37.1,23.1,198.3,1016.4,51.4,15.9,330.2,28.6,10,,2011-07-18T05:57:11,2011-07-18T20:31:06,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-19,35.6,25.8,29.8,39.4,25.8,32.7,22.1,64.4,5.568,100,8.33,rain,0,0,29.5,20.1,213.1,1010.3,85.6,15.1,237,20.6,8,,2011-07-19T05:57:57,2011-07-19T20:30:28,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-20,33.8,24.8,29.2,39.6,24.8,32.5,23.2,71.7,0.011,100,4.17,rain,0,0,27.7,15.3,144.3,1011,54.5,13.8,312.8,27.1,9,,2011-07-20T05:58:44,2011-07-20T20:29:47,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-21,36.7,26.9,31.5,44.9,29.8,38.1,24.9,69.8,0,0,0,,0,0,30.9,23.8,183.5,1010.2,19.9,10.7,295,25.5,8,,2011-07-21T05:59:32,2011-07-21T20:29:05,0.71,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-22,38.8,27.8,33.3,49.7,31.5,39.6,23.8,59,0,0,0,,0,0,,20,187.9,1011.8,41.1,13.3,207.3,17.9,6,,2011-07-22T06:00:20,2011-07-22T20:28:21,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-23,38,28.8,33.3,42.2,31.1,36.8,21.2,50.2,0,0,0,,0,0,35.3,21.4,299.1,1013.7,66.6,15.9,285.4,24.8,9,,2011-07-23T06:01:09,2011-07-23T20:27:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-24,35.9,29.4,32.3,40.1,33.3,36.1,22,55.5,0,0,0,,0,0,31.3,24.7,310.4,1013.3,75.1,14.6,185.6,15.9,5,,2011-07-24T06:01:59,2011-07-24T20:26:48,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-25,33,25.8,28.1,39.2,25.8,31.2,23.3,75.4,5.119,100,16.67,rain,0,0,35.9,27.3,81.9,1010.2,77.3,13.6,228.6,19.7,7,,2011-07-25T06:02:49,2011-07-25T20:25:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-26,34.8,24.1,29.3,34.5,24.1,29.3,18.1,55.7,0,0,0,,0,0,37.1,25.1,235.9,1008.2,36.9,15.5,336.9,29.2,10,,2011-07-26T06:03:39,2011-07-26T20:25:09,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-27,33.8,25.5,29.6,32.4,25.5,29.3,14.5,41.5,0,0,0,,0,0,35.1,23.8,330.9,1013,59.8,16,337.3,29.3,10,,2011-07-27T06:04:30,2011-07-27T20:24:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-28,33.9,25.5,29.6,37.9,25.5,32,20.3,57.7,0,0,0,,0,0,,17.5,174.3,1016.3,75.4,15.9,284.6,24.6,9,,2011-07-28T06:05:21,2011-07-28T20:23:23,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-29,39,26.4,32.7,41.6,26.4,35.5,21.3,55.9,0,0,0,,0,0,40.7,25.1,274.9,1013.5,47.6,14.5,309.4,26.7,9,,2011-07-29T06:06:13,2011-07-29T20:22:28,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-30,35.9,26.8,31.3,35.8,28.4,32.1,17.8,46.9,0,0,0,,0,0,27.7,20.3,349.4,1015.1,44.2,15.9,234.9,20.1,7,,2011-07-30T06:07:05,2011-07-30T20:21:31,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-07-31,36.4,26.7,31.1,35.3,28.4,31.9,17.4,48.3,0,0,0,,0,0,31.3,21.9,331.1,1016.4,47.3,16,283.5,24.4,8,,2011-07-31T06:07:57,2011-07-31T20:20:32,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-01,36.7,23.7,29.5,37,23.7,29.9,18.5,55.5,0.346,100,12.5,rain,0,0,40,20.5,258,1014,59.4,16,305.4,26.4,9,,2011-08-01T06:08:50,2011-08-01T20:19:32,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-02,36,23.6,29.7,35.1,23.6,29.9,17.1,50.7,0.047,100,4.17,rain,0,0,40.4,27.6,292.8,1009.8,55.6,15.9,299.9,25.8,9,,2011-08-02T06:09:43,2011-08-02T20:18:31,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-03,30.4,24.8,27.6,31.9,24.8,28.6,20.1,65,6.883,100,37.5,rain,0,0,38.9,22.7,276.5,1006.7,98.2,14.1,164.9,14.3,5,,2011-08-03T06:10:36,2011-08-03T20:17:28,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-04,30.8,24,26.3,33.3,24,27.1,21.7,77.1,0.432,100,12.5,rain,0,0,,22.8,60,1010.6,93.1,12.7,254.9,21.9,7,,2011-08-04T06:11:29,2011-08-04T20:16:24,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-05,30.7,22.5,26.2,32,22.5,26.7,18.6,64,0,0,0,,0,0,29.5,20.2,160.9,1017.8,63.8,16,296.2,25.6,9,,2011-08-05T06:12:23,2011-08-05T20:15:19,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-06,33,22.8,26.8,36.8,22.8,28.2,21.6,74.2,1.347,100,25,rain,0,0,40.7,28.1,181.4,1015.2,87,15.9,289.3,25.1,9,,2011-08-06T06:13:16,2011-08-06T20:14:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-07,35.6,25.7,28,40.2,25.7,29.6,23.1,76.8,16.68,100,12.5,rain,0,0,55.4,21.4,205.8,1006.6,84,15.2,242.1,20.8,8,,2011-08-07T06:14:10,2011-08-07T20:13:03,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-08,33.7,24,28.9,34.8,24,29.8,19.9,60.7,0.011,100,4.17,rain,0,0,33.5,25.7,313.1,1004.2,52.2,15.9,304.4,26.2,9,,2011-08-08T06:15:04,2011-08-08T20:11:54,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-09,34,25.4,29.3,36.5,25.4,30.8,20.2,59.3,0.009,100,4.17,rain,0,0,48.2,20.1,264.7,1002.2,74.3,15.1,281.9,24.3,9,,2011-08-09T06:15:58,2011-08-09T20:10:43,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-10,33.7,24.5,29.1,32.9,24.5,28.8,14.9,43.8,0,0,0,,0,0,38.9,24.9,306.9,1005.2,43.6,16,294.6,25.6,9,,2011-08-10T06:16:52,2011-08-10T20:09:31,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-11,30.9,21.8,26.7,29.4,21.8,26.3,12.5,42.8,0,0,0,,0,0,31.3,20.3,348.4,1011.1,57.4,16,313.5,27.2,9,,2011-08-11T06:17:46,2011-08-11T20:08:18,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-12,31.6,20.7,26,30.2,20.7,25.6,11.8,42.7,0,0,0,,0,0,33.5,19.6,32.4,1016.8,44.3,16,307.9,26.6,9,,2011-08-12T06:18:41,2011-08-12T20:07:04,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-13,28.1,22.7,25.3,30.9,22.7,26,19.6,71,9.902,100,12.5,rain,0,0,63,44.3,176.2,1016.4,86.2,15.4,231.3,19.9,8,,2011-08-13T06:19:35,2011-08-13T20:05:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-14,28.8,21,25.1,31.2,21,25.8,21.6,81.8,10.08,100,41.67,rain,0,0,58,21.4,175.7,1009.1,92.9,14.9,202.2,17.4,7,,2011-08-14T06:20:29,2011-08-14T20:04:32,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-15,29.6,20.7,23.8,31,20.7,24,18.5,73.6,48.557,100,25,rain,0,0,76,20.4,318.8,1006.2,80.1,15.9,246.8,21.5,8,,2011-08-15T06:21:24,2011-08-15T20:03:14,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-16,30.8,21.9,25.8,30.8,21.9,25.9,16.7,58.7,0.022,100,4.17,rain,0,0,41.4,28.9,331.9,1012.3,48.5,15.8,293.7,25.7,9,,2011-08-16T06:22:18,2011-08-16T20:01:55,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-17,31.7,21.4,26.7,32.6,21.4,27,17.6,58.9,0,0,0,,0,0,,17.2,187.1,1019.4,43.4,16,274.8,23.8,9,,2011-08-17T06:23:12,2011-08-17T20:00:36,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-18,31.9,22.9,26.4,33.8,22.9,27,19.3,66.3,0.08,100,8.33,rain,0,0,38.9,24.1,185,1016.2,76.8,15.7,236.7,20.4,9,,2011-08-18T06:24:07,2011-08-18T19:59:15,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-19,31,20.9,25.2,33.1,20.9,25.8,19.6,72.6,25.664,100,33.33,rain,0,0,69.5,27.9,165.7,1013.1,75.4,14.3,219.1,19.1,8,,2011-08-19T06:25:01,2011-08-19T19:57:53,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-20,30.7,20.5,25.4,32,20.5,26,18.9,69.3,11.455,100,8.33,rain,0,0,,16,172.2,1015.3,41.6,14.6,298.5,25.8,9,,2011-08-20T06:25:55,2011-08-20T19:56:31,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-21,31.8,23.9,26.5,36.5,23.9,27.6,22,76.8,8.081,100,8.33,rain,0,0,37.1,26.7,194,1012.6,77.8,15.1,216.3,18.4,8,,2011-08-21T06:26:49,2011-08-21T19:55:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-22,28.1,22.3,25.5,27.2,22.3,25.3,13.2,49.2,0,0,0,,0,0,42.8,30.5,329.5,1012.8,59.1,15.9,289.5,24.9,9,,2011-08-22T06:27:44,2011-08-22T19:53:43,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-23,27,17.6,22.8,26.6,17.6,22.7,10.1,46,0,0,0,,0,0,,16.4,358.7,1017.8,61.3,16,306.4,26.3,9,,2011-08-23T06:28:38,2011-08-23T19:52:18,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-24,29.1,18.4,24.3,30,18.4,24.6,16.1,61.2,0,0,0,,0,0,49.4,28.5,186.5,1016.7,61.5,15.9,288.7,25,9,,2011-08-24T06:29:32,2011-08-24T19:50:52,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-25,27.8,21.9,25.1,30.5,21.9,25.5,20.8,77.2,10.08,100,20.83,rain,0,0,40.7,29.8,200,1012.9,66.8,15.1,191.2,16.5,6,,2011-08-25T06:30:26,2011-08-25T19:49:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-26,31.5,20.8,25.7,35.3,20.8,27.1,21.2,77.2,1.741,100,8.33,rain,0,0,,16,123.4,1014.4,70.2,15.8,249.3,21.6,8,,2011-08-26T06:31:20,2011-08-26T19:47:58,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-27,25.9,22.8,24.4,25.9,22.8,24.4,22,86.4,77.496,100,54.17,rain,0,0,75.6,52.6,31.3,1004,96.7,11,83.1,7.1,3,,2011-08-27T06:32:14,2011-08-27T19:46:29,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-28,30.6,21.3,25,30,21.3,24.9,17.4,66,37.504,100,41.67,rain,0,0,90.3,56.3,314.2,996.9,69.8,13.9,263,22.8,9,,2011-08-28T06:33:08,2011-08-28T19:45:00,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington DC,2011-08-29,26.6,18.8,22.6,26.6,18.8,22.6,13.3,57.2,0,0,0,,0,0,,15.9,25,1014.2,67.7,16,190.4,16.5,6,,2011-08-29T06:34:01,2011-08-29T19:43:31,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-30,27.7,16.8,22.6,27.3,16.8,22.5,12.7,55.8,0,0,0,,0,0,,14.5,42,1020,28.2,15.9,291.3,25.2,9,,2011-08-30T06:34:55,2011-08-30T19:42:01,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-08-31,28.1,17.4,23.3,27.9,17.4,23.2,14.5,59.9,0.143,100,4.17,rain,0,0,,14.2,173.7,1022.3,55.9,16,284.4,24.4,9,,2011-08-31T06:35:49,2011-08-31T19:40:30,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-01,27.7,18.4,23.3,28.3,18.4,23.5,16.1,64.9,0.047,100,4.17,rain,0,0,,16.3,178.2,1020.8,50.9,15.9,263.9,22.7,9,,2011-09-01T06:36:43,2011-09-01T19:38:59,0.12,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-02,25.7,20.6,22.9,25.7,20.6,22.9,17.8,73.3,3.967,100,4.17,rain,0,0,,16.2,153.1,1018.3,89,16,227.5,19.6,7,,2011-09-02T06:37:36,2011-09-02T19:37:27,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-03,27,21.5,24.2,28.9,21.5,24.6,18.8,71.8,0,0,0,,0,0,,18.1,188.9,1015.8,77.3,16,220.3,19,8,,2011-09-03T06:38:30,2011-09-03T19:35:55,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-04,30.7,22.6,26.2,34.2,22.6,27.6,21.3,75.1,0,0,0,,0,0,,21.4,182.9,1012.1,72.9,14.4,207.3,17.9,8,,2011-09-04T06:39:23,2011-09-04T19:34:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-05,28.1,21.2,25,30.8,21.2,25.4,20.9,78.2,20.527,100,41.67,rain,0,0,48.2,36.1,188,1008.8,93.9,14.8,217.1,18.8,7,,2011-09-05T06:40:17,2011-09-05T19:32:49,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-06,19.1,17.8,18.1,19.1,17.8,18.1,16.1,88,36.01,100,79.17,rain,0,0,46.1,31.4,29.4,1013.6,98.5,13.1,103,8.9,4,,2011-09-06T06:41:10,2011-09-06T19:31:15,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-07,22.9,17.8,20.7,22.9,17.8,20.7,19.5,93,67.876,100,91.67,rain,0,0,55.4,19.9,7.3,1013.8,98.9,8.8,78.5,6.7,3,,2011-09-07T06:42:04,2011-09-07T19:29:41,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-08,25.9,21.1,22.5,25.9,21.1,22.5,21.5,93.7,45.816,100,87.5,rain,0,0,27.7,24.3,48.1,1012.4,99.7,13,133,11.5,5,,2011-09-08T06:42:57,2011-09-08T19:28:06,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-09,27.8,21.8,23.3,30,21.8,23.6,21.5,89.9,17.234,100,45.83,rain,0,0,33.5,22.5,65.5,1011.1,77.4,13,192.5,16.7,6,,2011-09-09T06:43:51,2011-09-09T19:26:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-10,28.1,20,23.9,29.1,20,24.2,19.1,76.5,0.022,100,4.17,rain,0,0,27.7,19.8,331.7,1013.3,35,14.6,250.3,21.6,8,,2011-09-10T06:44:44,2011-09-10T19:24:57,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-11,28.2,19.8,23.6,29.1,19.8,23.8,18.1,72.5,0,0,0,,0,0,,24.4,350.8,1016.8,55.8,14.5,248.5,21.4,8,,2011-09-11T06:45:37,2011-09-11T19:23:21,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-12,27.9,18,22.8,28.4,18,22.9,16.7,70.4,0.534,100,8.33,rain,0,0,,12.8,330.2,1017,48.7,16,236.9,20.7,8,,2011-09-12T06:46:31,2011-09-12T19:21:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-09-13,28.1,18.6,23.4,28.6,18.6,23.5,17.7,72,0,0,0,,0,0,,21.2,186.5,1015.1,20.3,15.6,256.7,22.2,8,,2011-09-13T06:47:24,2011-09-13T19:20:10,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
